"data";"1THB";"1USD";"1AUD";"1HKD";"1CAD";"1NZD";"1SGD";"1EUR";"100HUF";"1CHF";"1GBP";"1UAH";"100JPY";"1CZK";"1DKK";"100ISK";"1NOK";"1SEK";"1HRK";"1RON";"1BGN";"1TRY";"1ILS";"100CLP";"1PHP";"1MXN";"1ZAR";"1BRL";"1MYR";"1RUB";"10000IDR";"100INR";"100KRW";"1CNY";"1XDR"
2016-04-08;0,1074;3,7701;2,846;0,486;2,8809;2,5597;2,7946;4,293;1,3728;3,9423;5,319;0,1471;3,462;0,1588;0,5768;3,0501;0,4549;0,4621;0,573;0,9614;2,195;1,3199;0,9962;0,5502;0,0818;0,2118;0,2496;1,0248;0,9664;0,056;2,8686;5,6591;0,327;0,5825;5,3229
2016-04-11;0,1072;3,7587;2,8393;0,4845;2,8924;2,564;2,7934;4,2826;1,3721;3,9344;5,3362;0,1468;3,4759;0,1584;0,5755;3,0427;0,4566;0,4613;0,572;0,9587;2,1896;1,3221;0,9946;0,5505;0,0815;0,2115;0,2537;1,0473;0,9665;0,0561;2,8633;5,6596;0,3277;0,5815;5,3079
2016-04-12;0,107;3,749;2,8698;0,4835;2,9128;2,5838;2,7875;4,2867;1,3743;3,942;5,3587;0,147;3,463;0,1586;0,5759;3,0467;0,4604;0,4656;0,5732;0,9588;2,1917;1,3246;0,9954;0,5516;0,0814;0,2132;0,2555;1,0752;0,9667;0,0566;2,8589;5,6411;0,3281;0,5809;5,3129
2016-04-13;0,1078;3,7771;2,8958;0,487;2,9517;2,6165;2,8013;4,2827;1,3763;3,9343;5,3654;0,1483;3,4591;0,1584;0,5755;3,0439;0,4605;0,4665;0,5731;0,9581;2,1897;1,3259;1,0008;0,5612;0,082;0,2158;0,2559;1,0819;0,9754;0,0576;2,8702;5,6773;0,3293;0,5843;5,3112
2016-04-14;0,1087;3,8174;2,9339;0,492;2,9705;2,6225;2,7993;4,3016;1,3824;3,9511;5,4003;0,1487;3,4955;0,1591;0,578;3,0627;0,4636;0,4688;0,5757;0,962;2,1994;1,3342;1,0083;0,5695;0,0826;0,218;0,2608;1,0915;0,9815;0,0576;2,897;5,7294;0,331;0,5889;5,3571
2016-04-15;0,1088;3,8176;2,9465;0,4922;2,9743;2,6371;2,8082;4,3;1,3813;3,9451;5,4071;0,1501;3,4901;0,1591;0,5779;3,067;0,4631;0,4684;0,574;0,9613;2,1985;1,335;1,0089;0,575;0,0827;0,2189;0,2632;1,0994;0,9777;0,0578;2,8979;5,7352;0,3325;0,589;5,3655
2016-04-18;0,1085;3,801;2,9254;0,4902;2,947;2,6363;2,8045;4,2978;1,3836;3,9395;5,3945;0,1492;3,5074;0,159;0,5776;3,0655;0,4615;0,4681;0,5732;0,9597;2,1974;1,3327;1,0069;0,5702;0,0823;0,2159;0,26;1,0772;0,9675;0,0564;2,8858;5,7155;0,3313;0,5866;5,3535
2016-04-19;0,1086;3,7925;2,9477;0,4889;2,9694;2,6572;2,8199;4,2977;1,3849;3,9354;5,4302;0,149;3,4697;0,159;0,5775;3,0676;0,4641;0,4683;0,5732;0,9594;2,1974;1,3359;1,0053;0,5715;0,0823;0,2182;0,2633;1,0495;0,9758;0,0577;2,8845;5,715;0,3351;0,5863;5,3501
2016-04-20;0,1084;3,7842;2,9564;0,4878;2,9828;2,6518;2,825;4,3004;1,3882;3,9352;5,4394;0,1488;3,4728;0,1591;0,5778;3,0641;0,4654;0,4682;0,5732;0,9594;2,1987;1,3336;1,0054;0,5734;0,0819;0,2183;0,2653;1,0725;0,9794;0,0574;2,8792;5,7217;0,3345;0,585;5,3441
2016-04-21;0,1084;3,7981;2,9655;0,4895;2,9986;2,6439;2,8203;4,2885;1,3845;3,9102;5,4357;0,1497;3,4592;0,1586;0,5763;3,0501;0,4668;0,4686;0,5728;0,9574;2,1927;1,3452;1,0076;0,5769;0,0818;0,2192;0,2657;1,077;0,9776;0,0581;2,8867;5,7291;0,3343;0,5862;5,3186
2016-04-22;0,1096;3,8399;2,9728;0,495;3,0118;2,6425;2,8448;4,3283;1,3958;3,9302;5,5078;0,1514;3,4788;0,1601;0,5816;3,0784;0,4679;0,4718;0,5781;0,9662;2,213;1,3561;1,0173;0,576;0,0823;0,2196;0,2675;1,0867;0,9843;0,0579;2,9094;5,7668;0,3359;0,5913;5,3682
2016-04-25;0,1109;3,8962;3,0036;0,5023;3,0698;2,6777;2,8793;4,386;1,4117;3,9947;5,622;0,1537;3,5043;0,1623;0,5894;3,1206;0,4734;0,4784;0,5862;0,9797;2,2425;1,367;1,0326;0,5831;0,0831;0,2221;0,2688;1,0923;0,9967;0,0584;2,9525;5,841;0,3391;0,5997;5,4737
2016-04-26;0,1107;3,8935;3,014;0,5021;3,0809;2,684;2,8811;4,3978;1,4088;4;5,6746;0,154;3,513;0,1626;0,5909;3,1323;0,4754;0,4802;0,5881;0,9818;2,2485;1,3745;1,0339;0,5827;0,0832;0,2222;0,2692;1,0954;0,9905;0,0585;2,9498;5,8524;0,3389;0,5996;5,4873
2016-04-27;0,1104;3,8793;2,9582;0,5002;3,0824;2,6611;2,8751;4,3926;1,408;3,9896;5,6617;0,1539;3,4888;0,1625;0,5902;3,1297;0,4761;0,4782;0,587;0,9846;2,2459;1,3756;1,0299;0,5802;0,083;0,2233;0,2693;1,1003;0,991;0,0595;2,9404;5,8381;0,3377;0,5976;5,4799
2016-04-28;0,1105;3,8695;2,9545;0,4987;3,0833;2,692;2,88;4,394;1,4123;4,002;5,6504;0,1536;3,5776;0,1625;0,5903;3,133;0,4751;0,4801;0,5879;0,9835;2,2466;1,3719;1,0299;0,5819;0,0827;0,2226;0,2685;1,0977;0,9927;0,0594;2,9342;5,8183;0,3397;0,5982;5,4786
2016-04-29;0,111;3,8738;2,9539;0,4993;3,0918;2,6991;2,8834;4,4078;1,4135;4,0215;5,6496;0,1537;3,6167;0,1631;0,5921;3,1473;0,4783;0,481;0,587;0,9843;2,2537;1,3809;1,0334;0,5866;0,0826;0,2252;0,2723;1,1109;0,9905;0,0601;2,9381;5,8258;0,3397;0,5973;5,4853
2016-05-02;0,1095;3,8195;2,9078;0,4923;3,0412;2,6739;2,8433;4,3842;1,4071;3,9844;5,5814;0,152;3,5873;0,1621;0,589;3,1327;0,4736;0,4774;0,5832;0,9783;2,2416;1,3651;1,0195;0,5777;0,0813;0,2222;0,268;1,112;0,9733;0,0588;2,8981;5,7494;0,3355;0,5899;5,4493
2016-05-04;0,109;3,83;2,8663;0,4935;3,0057;2,6375;2,8253;4,3992;1,4059;4,0078;5,5465;0,1521;3,5842;0,1627;0,5911;3,14;0,4703;0,4753;0,5857;0,9796;2,2493;1,3364;1,0147;0,5724;0,0811;0,2156;0,2581;1,0756;0,9563;0,0577;2,8916;5,7483;0,331;0,5892;5,4263
2016-05-05;0,1094;3,8475;2,8794;0,4957;3,0004;2,6509;2,8352;4,4003;1,4074;4,0005;5,5802;0,1531;3,5853;0,1627;0,5914;3,1408;0,472;0,4748;0,5854;0,9775;2,2499;1,3171;1,0178;0,5732;0,0814;0,2176;0,2583;1,0846;0,9594;0,0584;2,9053;5,7849;0,3298;0,5914;5,4308
2016-05-06;0,1101;3,8732;2,8551;0,499;3,0158;2,6508;2,8503;4,4236;1,4133;4,0047;5,6116;0,1539;3,6219;0,1636;0,5946;3,1575;0,4725;0,4774;0,5896;0,9824;2,2618;1,3244;1,0234;0,5794;0,0823;0,2159;0,2582;1,0953;0,9664;0,0586;2,9245;5,8178;0,3309;0,5958;5,4783
2016-05-09;0,1102;3,873;2,8471;0,499;2,9945;2,6446;2,8386;4,4123;1,4038;3,9961;5,5901;0,1538;3,5907;0,1633;0,5931;3,1562;0,474;0,4761;0,59;0,9822;2,256;1,3246;1,0254;0,5825;0,0822;0,2166;0,2598;1,1075;0,965;0,0591;2,914;5,8294;0,3311;0,5953;5,473
2016-05-10;0,1103;3,8853;2,8638;0,5005;3,0068;2,6278;2,8411;4,4275;1,4036;4,0001;5,613;0,154;3,5655;0,1638;0,5951;3,1659;0,4739;0,477;0,5918;0,9865;2,2637;1,3229;1,0282;0,5735;0,0832;0,2148;0,2548;1,1051;0,9603;0,0586;2,9242;5,8303;0,332;0,5964;5,4946
2016-05-11;0,1101;3,8855;2,8531;0,5005;3,0059;2,6363;2,8353;4,4241;1,404;3,9877;5,6012;0,1531;3,5745;0,1637;0,5946;3,1635;0,473;0,4765;0,589;0,9851;2,262;1,3085;1,0305;0,5723;0,0836;0,2143;0,2538;1,1184;0,9612;0,0586;2,9197;5,8212;0,332;0,5966;5,4901
2016-05-12;0,11;3,8811;2,8474;0,5001;3,0214;2,6497;2,8338;4,4275;1,404;4,0008;5,603;0,1533;3,5621;0,1639;0,595;3,1602;0,4787;0,4768;0,5895;0,9846;2,2637;1,3173;1,032;0,5712;0,0833;0,2168;0,2594;1,1257;0,9645;0,0598;2,9193;5,8264;0,3325;0,5961;5,4849
2016-05-13;0,1094;3,8775;2,8274;0,4996;3,0154;2,6382;2,8292;4,4016;1,395;3,9944;5,589;0,1521;3,5664;0,1627;0,5916;3,144;0,4748;0,4722;0,5867;0,9787;2,2505;1,3114;1,0282;0,5661;0,0832;0,2153;0,2567;1,1181;0,9617;0,0596;2,9111;5,8076;0,3309;0,5944;5,4608
2016-05-16;0,1092;3,8625;2,8167;0,4975;2,9906;2,6236;2,8219;4,3727;1,3869;3,9577;5,5449;0,1522;3,5496;0,1617;0,5878;3,1267;0,4722;0,4692;0,5834;0,974;2,2357;1,3025;1,0196;0,5592;0,0831;0,213;0,2498;1,094;0,959;0,0595;2,9036;5,7817;0,3279;0,5922;5,4369
2016-05-17;0,1085;3,8508;2,8206;0,4961;2,9855;2,6177;2,8134;4,361;1,3852;3,9361;5,5725;0,1526;3,5127;0,1614;0,5862;3,1183;0,4712;0,4672;0,582;0,9717;2,2297;1,2983;1,0105;0,5572;0,0829;0,2105;0,2465;1,1008;0,9578;0,0595;2,8958;5,7697;0,3277;0,5909;5,4281
2016-05-18;0,1096;3,9005;2,8371;0,5025;3,0077;2,64;2,8327;4,3937;1,3922;3,966;5,6243;0,1546;3,5626;0,1626;0,5907;3,1428;0,4733;0,4707;0,5864;0,9779;2,2464;1,3082;1,0169;0,5641;0,0835;0,2119;0,2465;1,1181;0,9621;0,0597;2,9136;5,8245;0,3291;0,5962;5,4738
2016-05-19;0,1098;3,9161;2,8248;0,5043;2,9951;2,6438;2,8415;4,396;1,3909;3,9693;5,7359;0,155;3,5574;0,1626;0,5911;3,1456;0,4685;0,4688;0,587;0,9765;2,2477;1,3102;1,0164;0,5626;0,0836;0,2121;0,248;1,1016;0,9595;0,059;2,8881;5,8175;0,329;0,5984;5,4883
2016-05-20;0,1102;3,9358;2,8478;0,5068;3,008;2,6623;2,8503;4,4163;1,3952;3,9724;5,7355;0,1562;3,5667;0,1634;0,5938;3,1601;0,4734;0,4724;0,5898;0,9804;2,2581;1,3242;1,0165;0,5673;0,0842;0,2139;0,25;1,1048;0,9632;0,0592;2,8938;5,8266;0,3305;0,6013;5,5472
2016-05-23;0,1108;3,9513;2,8537;0,5086;3,0089;2,6837;2,8638;4,4293;1,4017;3,9862;5,7449;0,1574;3,6055;0,1639;0,5956;3,1706;0,4736;0,4744;0,5913;0,9811;2,2647;1,3251;1,0191;0,5716;0,0845;0,2152;0,2535;1,1239;0,9677;0,059;2,9088;5,8643;0,3336;0,603;5,5503
2016-05-24;0,1113;3,9789;2,8503;0,5122;3,0214;2,6776;2,8771;4,4482;1,4047;4,0105;5,7821;0,1583;3,6315;0,1646;0,5982;3,1875;0,4741;0,4757;0,5934;0,9848;2,2744;1,3364;1,0287;0,5732;0,0848;0,2152;0,2531;1,1149;0,9651;0,0595;2,9066;5,8769;0,3337;0,6068;5,5735
2016-05-25;0,1112;3,9684;2,8551;0,511;3,0258;2,6792;2,8755;4,4238;1,4058;4;5,8139;0,1582;3,6004;0,1637;0,5949;3,1678;0,4763;0,4776;0,5904;0,9818;2,2618;1,3468;1,0289;0,571;0,0848;0,2152;0,2534;1,1119;0,967;0,0603;2,9065;5,8866;0,3355;0,6047;5,5673
2016-05-27;0,1105;3,9393;2,8442;0,5076;3,022;2,6514;2,8656;4,4063;1,4033;3,9795;5,7738;0,1568;3,593;0,163;0,5925;3,1575;0,4747;0,475;0,5879;0,9772;2,2529;1,338;1,025;0,5735;0,0845;0,213;0,2538;1,1002;0,9667;0,0597;2,9015;5,8896;0,3342;0,6008;5,5473
2016-05-30;0,1104;3,947;2,8344;0,5081;3,0214;2,6426;2,8576;4,3945;1,3987;3,9757;5,761;0,1569;3,5515;0,1626;0,5909;3,1524;0,4719;0,474;0,5873;0,9757;2,2468;1,3334;1,0253;0,5735;0,0844;0,2134;0,2501;1,0928;0,9588;0,0597;2,8923;5,8672;0,3313;0,5997;5,5318
2016-05-31;0,1102;3,9369;2,8475;0,5067;3,0117;2,6446;2,8512;4,382;1,3946;3,9701;5,7469;0,1567;3,5473;0,1621;0,5892;3,148;0,4702;0,4723;0,586;0,9717;2,2405;1,3313;1,0229;0,5715;0,0842;0,2131;0,2485;1,1037;0,9527;0,0596;2,8812;5,8548;0,3305;0,5978;5,5161
2016-06-01;0,1104;3,935;2,8551;0,5065;3,006;2,674;2,8547;4,3895;1,3994;3,9658;5,6903;0,1569;3,5812;0,1624;0,5902;3,1568;0,4714;0,4733;0,5849;0,972;2,2444;1,3322;1,0226;0,5682;0,0844;0,2128;0,251;1,0999;0,9482;0,0589;2,8807;5,8355;0,33;0,5978;5,5208
2016-06-02;0,1101;3,9204;2,832;0,5045;2,997;2,6689;2,8498;4,3944;1,4014;3,9731;5,6614;0,1566;3,5962;0,1626;0,5908;3,1603;0,4711;0,4726;0,5862;0,972;2,2469;1,3345;1,0177;0,5666;0,0842;0,2116;0,2518;1,0928;0,9448;0,0587;2,8728;5,8281;0,3301;0,5957;5,5168
2016-06-03;0,1107;3,9384;2,8545;0,5069;3,0094;2,6933;2,8626;4,3913;1,4049;3,9746;5,6867;0,1579;3,6178;0,1625;0,5904;3,1524;0,4726;0,4737;0,5859;0,9725;2,2453;1,3349;1,0178;0,5709;0,0848;0,2109;0,2527;1,1008;0,9504;0,0588;2,8979;5,8504;0,3323;0,5981;5,5145
2016-06-06;0,1094;3,8602;2,8404;0,4968;2,9796;2,6705;2,8394;4,3835;1,4063;3,9598;5,5713;0,1545;3,6013;0,1623;0,5893;3,1434;0,4723;0,4745;0,584;0,9703;2,2412;1,3251;1,0071;0,5657;0,0835;0,2074;0,2555;1,0953;0,9413;0,0587;2,8851;5,7678;0,3314;0,588;5,5107
2016-06-07;0,1087;3,8298;2,849;0,4931;2,9985;2,6602;2,8307;4,3533;1,3987;3,9639;5,5923;0,1534;3,5549;0,161;0,5853;3,1229;0,471;0,4718;0,58;0,9648;2,2258;1,3216;1,0049;0,5628;0,0831;0,2058;0,2578;1,0981;0,9452;0,0589;2,8867;5,7401;0,3312;0,5827;5,4166
2016-06-08;0,1083;3,815;2,8391;0,4913;2,9985;2,666;2,82;4,3377;1,3967;3,9554;5,5448;0,1529;3,5626;0,1605;0,5833;3,1139;0,4705;0,4697;0,5762;0,9626;2,2178;1,3168;0,9942;0,5604;0,0829;0,208;0,2554;1,1092;0,9389;0,059;2,8758;5,7203;0,3296;0,5805;5,4078
2016-06-09;0,1084;3,8126;2,8385;0,4913;2,9994;2,7171;2,8224;4,3334;1,3902;3,9703;5,5174;0,1523;3,5803;0,1604;0,5827;3,1108;0,468;0,4677;0,5751;0,9608;2,2157;1,3167;0,9919;0,5658;0,0828;0,2095;0,257;1,1352;0,9426;0,0595;2,8748;5,7158;0,3296;0,581;5,3924
2016-06-10;0,1093;3,8545;2,8498;0,4966;3,0228;2,7331;2,8419;4,3558;1,3983;3,9941;5,5662;0,1541;3,6025;0,1612;0,5858;3,1337;0,4706;0,4692;0,5782;0,9656;2,2271;1,3231;1,0015;0,5695;0,0836;0,2097;0,2577;1,1336;0,9461;0,0595;2,8991;5,7677;0,3303;0,5874;5,4297
2016-06-13;0,1106;3,8943;2,8824;0,5017;3,0474;2,749;2,8692;4,39;1,4055;4,036;5,5109;0,156;3,6746;0,1624;0,5904;3,1594;0,4718;0,4711;0,5821;0,9722;2,2445;1,3309;1,0069;0,5698;0,0845;0,2081;0,2565;1,1394;0,9523;0,0594;2,933;5,8011;0,3318;0,5913;5,4813
2016-06-14;0,112;3,9483;2,9017;0,5088;3,0748;2,771;2,9121;4,4363;1,4135;4,092;5,582;0,1585;3,7328;0,164;0,5967;3,1939;0,4733;0,4755;0,5893;0,9809;2,2682;1,3448;1,0212;0,5765;0,0852;0,2082;0,2577;1,1356;0,9615;0,0597;2,9541;5,8689;0,3346;0,5991;5,5435
2016-06-15;0,1115;3,9351;2,9078;0,5071;3,0622;2,7646;2,9048;4,4155;1,407;4,075;5,5864;0,1581;3,7018;0,1631;0,5938;3,1823;0,4715;0,4733;0,5866;0,9755;2,2576;1,3437;1,0154;0,5706;0,0849;0,2084;0,2576;1,1313;0,9603;0,0597;2,9432;5,8666;0,3352;0,5977;5,5312
2016-06-16;0,112;3,9469;2,9045;0,5087;3,0415;2,7795;2,9211;4,4445;1,4114;4,1058;5,592;0,1586;3,7888;0,1642;0,5977;3,2044;0,4724;0,4731;0,5904;0,9791;2,2724;1,3472;1,0203;0,5743;0,085;0,2087;0,2576;1,1362;0,9629;0,0599;2,9523;5,8689;0,336;0,5994;5,5654
2016-06-17;0,1118;3,9412;2,912;0,5079;3,0489;2,7797;2,9189;4,4363;1,4104;4,0942;5,6352;0,1582;3,779;0,1639;0,5966;3,195;0,47;0,4728;0,5901;0,9785;2,2682;1,3447;1,0183;0,5726;0,0848;0,2086;0,2587;1,1371;0,961;0,0602;2,9547;5,8642;0,3361;0,598;5,5869
2016-06-20;0,1101;3,8724;2,8914;0,4991;3,0222;2,7598;2,8851;4,3945;1,4066;4,0355;5,6736;0,1556;3,7041;0,1624;0,591;3,1649;0,4678;0,4697;0,5846;0,9673;2,2468;1,3361;1,0031;0,5658;0,0837;0,208;0,2601;1,1338;0,9533;0,0604;2,9195;5,7497;0,3339;0,5885;5,5085
2016-06-21;0,1102;3,8741;2,9067;0,4994;3,0337;2,7713;2,8919;4,3935;1,4023;4,038;5,72;0,1557;3,7101;0,1623;0,5908;3,1653;0,4696;0,4717;0,5845;0,9691;2,2464;1,3372;1,0029;0,5718;0,0836;0,2085;0,2642;1,1432;0,9613;0,0604;2,9224;5,7383;0,3366;0,5893;5,4949
2016-06-22;0,1105;3,8945;2,9161;0,502;3,0454;2,7847;2,9018;4,39;1,3948;4,0597;5,708;0,1565;3,7289;0,1622;0,5902;3,1662;0,4691;0,4704;0,584;0,9681;2,2445;1,3382;1,0087;0,5764;0,0836;0,2081;0,2645;1,1405;0,9648;0,0609;2,9319;5,7634;0,3374;0,5918;5,5039
2016-06-23;0,1097;3,8593;2,9149;0,4975;3,022;2,7807;2,8867;4,3806;1,3922;4,0383;5,7028;0,155;3,6917;0,1618;0,5888;3,1663;0,4693;0,4699;0,5827;0,9689;2,2397;1,3351;1,005;0,5727;0,083;0,2106;0,2663;1,1427;0,9616;0,0601;2,9108;5,7293;0,3354;0,5865;5,4986
2016-06-24;0,1132;3,9994;2,9563;0,5154;3,0744;2,8207;2,9522;4,4526;1,4033;4,1028;5,5644;0,1609;3,8831;0,1644;0,5987;3,2195;0,4729;0,4719;0,5914;0,9802;2,2766;1,3667;1,0298;0,5977;0,0854;0,2105;0,2668;1,1992;0,9768;0,0612;2,9916;5,8967;0,3412;0,6044;5,5588
2016-06-27;0,114;4,0263;2,9913;0,5189;3,0926;2,8486;2,9684;4,4485;1,4019;4,1358;5,3638;0,1617;3,9465;0,1642;0,5981;3,2212;0,4735;0,4734;0,5912;0,9852;2,2745;1,3705;1,0325;0,5926;0,0854;0,2126;0,2657;1,1947;0,9823;0,0621;3,0174;5,9242;0,341;0,6061;5,6202
2016-06-28;0,1133;4,003;2,961;0,5159;3,0827;2,8286;2,9532;4,4244;1,3947;4,0814;5,3226;0,1608;3,9196;0,1631;0,5948;3,2049;0,472;0,4695;0,5889;0,9784;2,2621;1,3696;1,0326;0,5878;0,0851;0,2107;0,262;1,1799;0,982;0,0617;3,0375;5,8917;0,3412;0,6018;5,5985
2016-06-29;0,1133;3,9905;2,9633;0,5142;3,0719;2,8279;2,9583;4,414;1,3919;4,0712;5,3441;0,1605;3,8904;0,1629;0,5935;3,2067;0,4714;0,4684;0,5867;0,9765;2,2569;1,3789;1,0332;0,5988;0,0849;0,2136;0,2663;1,2086;0,9888;0,0621;3,0319;5,8959;0,3447;0,6002;5,5624
2016-06-30;0,1132;3,9803;2,9615;0,5129;3,0733;2,8295;2,9498;4,4255;1,3996;4,0677;5,3655;0,1603;3,8688;0,1636;0,5949;3,2256;0,4749;0,4696;0,5878;0,9795;2,2627;1,3791;1,0346;0,6014;0,0843;0,215;0,2698;1,2263;0,9885;0,062;3,0117;5,8936;0,3445;0,5988;5,5703
2016-07-01;0,1127;3,9548;2,9607;0,5098;3,0574;2,8354;2,9413;4,3921;1,3878;4,0547;5,2616;0,1593;3,8561;0,1622;0,5905;3,2106;0,4721;0,467;0,5833;0,9731;2,2456;1,3685;1,0269;0,5974;0,0842;0,2161;0,2691;1,2309;0,9896;0,0616;3,0094;5,8671;0,3448;0,5947;5,534
2016-07-04;0,1137;3,9886;2,9932;0,5141;3,0944;2,8648;2,9642;4,4304;1,3987;4,0884;5,2847;0,1607;3,8836;0,1636;0,5954;3,2457;0,478;0,4712;0,5897;0,9803;2,2652;1,3738;1,0338;0,6035;0,0851;0,2166;0,274;1,2334;0,998;0,0624;3,0379;5,9337;0,347;0,5983;5,5543
2016-07-05;0,1136;3,9963;2,9922;0,5152;3,097;2,8741;2,9575;4,4501;1,4034;4,1165;5,2465;0,1545;3,9286;0,1644;0,5981;3,2601;0,4789;0,4726;0,5933;0,9855;2,2753;1,3676;1,0342;0,6083;0,0849;0,2129;0,2703;1,2197;0,9928;0,0622;3,0445;5,9157;0,3453;0,5992;5,579
2016-07-06;0,1142;4,0225;2,9963;0,5185;3,0941;2,8567;2,9701;4,4469;1,404;4,1042;5,2038;0,162;3,9931;0,1645;0,5977;3,2602;0,4757;0,4698;0,5929;0,9838;2,2736;1,3658;1,0316;0,6072;0,0854;0,213;0,2707;1,2177;0,9931;0,0622;3,0638;5,9554;0,3454;0,6011;5,573
2016-07-07;0,1138;4,0036;3,0175;0,5162;3,0989;2,8921;2,9728;4,438;1,4024;4,0984;5,1995;0,1614;3,9644;0,1642;0,5964;3,2561;0,474;0,4683;0,5928;0,9821;2,2691;1,3668;1,031;0,6047;0,0852;0,2152;0,2739;1,203;0,9981;0,0626;3,0506;5,9511;0,3473;0,5993;5,5845
2016-07-08;0,1135;4,0001;3,0003;0,5156;3,0733;2,9022;2,9664;4,4295;1,4066;4,0857;5,1734;0,1611;3,9757;0,1639;0,5953;3,2534;0,4704;0,4671;0,5918;0,9808;2,2647;1,3678;1,0305;0,6023;0,0848;0,2126;0,2717;1,1886;0,9914;0,0623;3,047;5,9381;0,3453;0,5982;5,5695
2016-07-11;0,114;4,006;3,0197;0,5164;3,0588;2,8974;2,968;4,417;1,4076;4,0657;5,1504;0,1612;3,9222;0,1634;0,5938;3,2526;0,4703;0,466;0,5909;0,9826;2,2584;1,3807;1,0319;0,6072;0,0847;0,2154;0,2742;1,2151;1,0031;0,0624;3,0568;5,9661;0,3487;0,5988;5,5565
2016-07-12;0,1133;3,9807;3,0362;0,513;3,0505;2,9056;2,9525;4,4224;1,4116;4,0582;5,2339;0,1603;3,8496;0,1635;0,5946;3,253;0,4717;0,4675;0,5914;0,9849;2,2611;1,3774;1,0279;0,6017;0,084;0,2172;0,2776;1,2027;1,0008;0,0623;3,0337;5,9301;0,3468;0,5955;5,562
2016-07-13;0,1131;3,9809;3,0271;0,5131;3,0475;2,8979;2,953;4,4016;1,4027;4,0324;5,2771;0,1604;3,8149;0,1628;0,5918;3,2448;0,4717;0,4654;0,5875;0,9805;2,2505;1,3725;1,0275;0,603;0,0843;0,2166;0,2765;1,2072;1,0035;0,0623;3,0395;5,9309;0,3472;0,5948;5,5236
2016-07-14;0,1131;3,9681;3,03;0,5116;3,0685;2,8644;2,9465;4,407;1,405;4,045;5,2455;0,1601;3,7553;0,1631;0,5925;3,2512;0,4724;0,4675;0,5872;0,9817;2,2532;1,3708;1,0292;0,6028;0,0844;0,2172;0,2765;1,2147;1,0057;0,0625;3,0312;5,9358;0,3489;0,5933;5,5403
2016-07-15;0,1134;3,9598;3,0313;0,5108;3,0722;2,8479;2,9459;4,4121;1,402;4,0432;5,3142;0,1597;3,7394;0,1632;0,5932;3,2634;0,4728;0,4664;0,5884;0,9837;2,2559;1,3741;1,0298;0,6079;0,0847;0,2157;0,277;1,2186;1,0035;0,0627;3,0256;5,9076;0,3494;0,5928;5,5017
2016-07-18;0,1138;3,9853;3,0307;0,5138;3,0809;2,8367;2,9563;4,4032;1,397;4,0499;5,2882;0,1603;3,7703;0,1629;0,592;3,2604;0,4714;0,4654;0,5877;0,9844;2,2513;1,3498;1,0322;0,6082;0,0853;0,2157;0,278;1,2134;1,0027;0,0631;3,0443;5,9386;0,3505;0,5948;5,5156
2016-07-19;0,1131;3,9582;2,9699;0,5105;3,0439;2,7824;2,9289;4,3811;1,3914;4,028;5,2227;0,1596;3,7315;0,162;0,589;3,2477;0,4681;0,4626;0,5847;0,9803;2,2401;1,3313;1,0264;0,6105;0,0844;0,2143;0,2768;1,2166;0,9901;0,0628;3,0245;5,8969;0,3476;0,5917;5,5049
2016-07-20;0,1135;3,979;2,9775;0,5131;3,0491;2,8044;2,9291;4,3776;1,3917;4,0283;5,2332;0,1604;3,7375;0,1621;0,5885;3,2475;0,4675;0,462;0,5848;0,9786;2,2382;1,3162;1,03;0,6099;0,0844;0,2152;0,2788;1,2234;0,9867;0,0628;3,0344;5,9217;0,3485;0,5958;5,5062
2016-07-21;0,1134;3,9685;2,9754;0,5116;3,0391;2,7735;2,9285;4,3706;1,3897;4,018;5,2374;0,1599;3,7421;0,1617;0,5876;3,2423;0,4663;0,4613;0,584;0,9776;2,2346;1,2889;1,0296;0,6083;0,0842;0,2129;0,2775;1,2179;0,9809;0,0622;3,029;5,9058;0,3492;0,5942;5,4985
2016-07-22;0,1131;3,9504;2,9535;0,5093;3,009;2,7617;2,9137;4,3564;1,3887;4,0072;5,2066;0,1592;3,718;0,1612;0,5856;3,2318;0,4649;0,4599;0,5822;0,9767;2,2274;1,2902;1,0289;0,6065;0,0839;0,2125;0,2777;1,2075;0,9729;0,0612;3,0133;5,8878;0,3473;0,592;5,4821
2016-07-25;0,1132;3,9697;2,972;0,5118;3,0167;2,771;2,9165;4,36;1,3944;4,0275;5,2222;0,1601;3,7322;0,1613;0,5861;3,2465;0,4638;0,459;0,583;0,9803;2,2292;1,3103;1,0326;0,6103;0,0842;0,2136;0,2775;1,2183;0,9736;0,0612;3,0209;5,9011;0,3488;0,5943;5,4845
2016-07-26;0,1134;3,9682;2,9865;0,5115;3,0024;2,8042;2,9246;4,3694;1,3959;4,0299;5,2066;0,1601;3,8048;0,1616;0,5874;3,2607;0,4622;0,4597;0,5838;0,9797;2,234;1,308;1,0323;0,6018;0,0841;0,2115;0,2757;1,207;0,9754;0,0602;3,0132;5,8986;0,349;0,5945;5,5082
2016-07-27;0,1136;3,9739;2,9758;0,5124;3,0106;2,7994;2,9279;4,3695;1,3944;3,9968;5,2074;0,1603;3,7653;0,1617;0,5874;3,2706;0,463;0,4582;0,5837;0,977;2,2341;1,3078;1,0351;0,602;0,0842;0,2117;0,2782;1,2127;0,9739;0,0603;3,0247;5,9139;0,35;0,5959;5,5106
