"data";"1THB";"1USD";"1AUD";"1HKD";"1CAD";"1NZD";"1SGD";"1EUR";"100HUF";"1CHF";"1GBP";"1UAH";"100JPY";"1CZK";"1DKK";"100ISK";"1NOK";"1SEK";"1HRK";"1RON";"1BGN";"1TRY";"1ILS";"100CLP";"1PHP";"1MXN";"1ZAR";"1BRL";"1MYR";"1RUB";"10000IDR";"100INR";"100KRW";"1CNY";"1XDR"
2015-03-04;0,1157;3,7485;2,9369;0,4834;2,9941;2,8433;2,7459;4,1723;1,359;3,893;5,7478;0,153;3,1348;0,1521;0,5596;2,7964;0,4846;0,4516;0,5446;0,9361;2,1333;1,473;0,941;0,6074;0,085;0,2493;0,3182;1,2788;1,0278;0,0607;2,8705;6,032;0,341;0,596;5,2434
2015-03-05;0,1157;3,7525;2,9326;0,4838;3,0233;2,8215;2,7428;4,1415;1,3567;3,8735;5,7195;0,1686;3,1284;0,151;0,5557;2,7767;0,4825;0,4495;0,5408;0,9315;2,1175;1,4502;0,9393;0,6067;0,085;0,249;0,318;1,2603;1,0267;0,0607;2,877;6,0288;0,341;0,5983;5,2203
2015-03-06;0,1161;3,7649;2,9382;0,4853;3,0162;2,8098;2,7443;4,1292;1,3578;3,8535;5,7223;0,1602;3,1364;0,1513;0,5541;2,7769;0,4828;0,4492;0,5411;0,9299;2,1112;1,4454;0,9394;0,6066;0,0854;0,2474;0,3192;1,2535;1,0311;0,0631;2,8815;6,0293;0,3422;0,5986;5,2126
2015-03-09;0,1163;3,789;2,9305;0,4882;3,0079;2,7967;2,7461;4,1259;1,3533;3,8531;5,7233;0,1665;3,1364;0,1513;0,5537;2,7737;0,4805;0,4475;0,5405;0,9285;2,1095;1,4613;0,9428;0,6054;0,0856;0,2457;0,3152;1,2365;1,0312;0,0623;2,9158;6,0488;0,3408;0,6049;5,2386
2015-03-10;0,1172;3,8345;2,9222;0,4942;3,0239;2,7879;2,7628;4,1233;1,3467;3,8525;5,7713;0,1783;3,1448;0,1513;0,5534;2,7785;0,4761;0,4494;0,5423;0,9278;2,1082;1,4578;0,9525;0,6104;0,0864;0,2463;0,3134;1,2177;1,0334;0,0632;2,9068;6,1081;0,3409;0,6109;5,2662
2015-03-11;0,1187;3,9091;2,9776;0,5037;3,0779;2,8344;2,8151;4,1435;1,3563;3,8888;5,8861;0,1818;3,2163;0,1518;0,556;2,8044;0,4794;0,4553;0,5429;0,9323;2,1186;1,4895;0,9656;0,6139;0,0881;0,2502;0,3169;1,26;1,0546;0,0621;2,9314;6,2215;0,3465;0,621;5,3274
2015-03-12;0,1186;3,8928;2,9854;0,5011;3,066;2,8797;2,8192;4,1251;1,3603;3,8781;5,833;0,1769;3,2126;0,1513;0,5533;2,7957;0,4796;0,4535;0,5395;0,9297;2,1092;1,5031;0,9675;0,6097;0,0879;0,2524;0,3201;1,2419;1,0515;0,064;2,956;6,22;0,3461;0,6214;5,3628
2015-03-13;0,1189;3,9141;2,999;0,504;3,0767;2,872;2,8187;4,1529;1,3604;3,894;5,8144;0,1779;3,2225;0,1521;0,557;2,8193;0,4811;0,4533;0,5432;0,9339;2,1233;1,5036;0,9747;0,617;0,0884;0,2528;0,3157;1,2289;1,0576;0,0637;2,9695;6,2239;0,3455;0,6254;5,3858
2015-03-16;0,1192;3,926;2,9967;0,5056;3,0741;2,8895;2,8232;4,1373;1,3578;3,9116;5,8059;0,1793;3,2356;0,1516;0,5546;2,8088;0,4781;0,4515;0,5401;0,9323;2,1154;1,4974;0,9762;0,6136;0,0884;0,2538;0,3163;1,2081;1,0536;0,0631;2,9711;6,2521;0,3469;0,6271;5,365
2015-03-17;0,1186;3,9034;2,9893;0,5025;3,0581;2,8823;2,8097;4,1397;1,3622;3,8971;5,7744;0,175;3,2178;0,1518;0,5546;2,8123;0,4703;0,4517;0,5409;0,9325;2,1166;1,4911;0,9731;0,6087;0,0875;0,2531;0,3154;1,1941;1,0555;0,0633;2,959;6,2237;0,3464;0,6251;5,369
2015-03-18;0,1187;3,9073;2,9704;0,5036;3,0535;2,8483;2,8038;4,145;1,3646;3,896;5,7319;0,1655;3,223;0,1522;0,5558;2,814;0,4692;0,4524;0,5422;0,9323;2,1193;1,4907;0,9745;0,6091;0,0871;0,2539;0,3156;1,1988;1,0531;0,0639;2,9692;6,2247;0,346;0,6277;5,3494
2015-03-19;0,1178;3,8596;2,9706;0,4971;3,0506;2,8659;2,7893;4,123;1,365;3,8926;5,7459;0,1652;3,2003;0,1503;0,553;2,7943;0,4793;0,4458;0,5388;0,9323;2,1081;1,4898;0,9635;0,6069;0,0861;0,2542;0,317;1,1893;1,0425;0,0641;2,9408;6,1657;0,3445;0,6228;5,3356
2015-03-20;0,118;3,8645;2,9621;0,4981;3,0478;2,8741;2,7822;4,1255;1,3599;3,9101;5,6931;0,1673;3,1898;0,1503;0,5537;2,7903;0,4776;0,4451;0,5401;0,9319;2,1093;1,4861;0,9539;0,6036;0,0859;0,2537;0,3144;1,1668;1,0345;0,0642;2,9701;6,1828;0,3432;0,6228;5,3251
2015-03-23;0,1173;3,818;2,9671;0,4923;3,031;2,8945;2,7742;4,1287;1,3581;3,9055;5,6834;0,1642;3,1822;0,1504;0,5539;2,7728;0,4761;0,4438;0,5402;0,9303;2,1109;1,4811;0,9478;0,6043;0,0851;0,2541;0,3162;1,1823;1,0355;0,064;2,9417;6,1252;0,3428;0,6164;5,2765
2015-03-24;0,1152;3,7453;2,9499;0,483;2,9982;2,8611;2,7444;4,109;1,3534;3,9011;5,5958;0,1653;3,1341;0,1499;0,5507;2,7661;0,4767;0,4412;0,5373;0,9329;2,1009;1,4696;0,9537;0,5996;0,0838;0,2512;0,3152;1,1944;1,0264;0,0642;2,8947;6,0218;0,3394;0,6034;5,2243
2015-03-25;0,1147;3,7355;2,9382;0,4818;2,9888;2,853;2,7296;4,0927;1,3674;3,8995;5,5611;0,1583;3,1228;0,1493;0,5482;2,7597;0,4766;0,4397;0,5349;0,9281;2,0925;1,4606;0,947;0,6005;0,0834;0,2501;0,3169;1,1897;1,0222;0,0657;2,8954;5,9883;0,3389;0,6012;5,2005
2015-03-26;0,1139;3,705;2,9168;0,4778;2,9809;2,8363;2,7164;4,0886;1,3633;3,8985;5,5405;0,158;3,1268;0,149;0,5475;2,756;0,4776;0,439;0,5344;0,9239;2,0904;1,4268;0,9371;0,5965;0,0827;0,247;0,3113;1,1571;1,0212;0,0655;2,8783;5,9101;0,3351;0,5959;5,1797
2015-03-27;0,1162;3,789;2,9524;0,4886;3,0267;2,8654;2,7634;4,0993;1,3635;3,9177;5,6321;0,1616;3,1739;0,1489;0,549;2,7717;0,4727;0,4397;0,5359;0,9259;2,0959;1,4485;0,9515;0,608;0,0846;0,2499;0,3152;1,19;1,0284;0,0657;2,8838;6,0448;0,3423;0,6092;5,2028
2015-03-30;0,1157;3,7685;2,8988;0,4861;2,9868;2,8383;2,7431;4,094;1,3656;3,9097;5,5956;0,1604;3,1487;0,149;0,5481;2,769;0,4718;0,4389;0,5357;0,9298;2,0932;1,4424;0,9509;0,6049;0,0842;0,2475;0,3121;1,1599;1,0237;0,0651;2,8821;6,0153;0,3408;0,608;5,2278
2015-03-31;0,1171;3,8125;2,8969;0,4917;2,9915;2,8435;2,7719;4,089;1,3667;3,911;5,6295;0,1623;3,1744;0,1486;0,5474;2,7647;0,4701;0,441;0,5344;0,9277;2,0907;1,4571;0,9586;0,608;0,0853;0,2487;0,3123;1,1807;1,0293;0,0661;2,8898;6,0948;0,3436;0,6138;5,2164
2015-04-01;0,1164;3,789;2,8758;0,4886;2,9821;2,8035;2,767;4,0665;1,3597;3,8929;5,5928;0,1612;3,1505;0,1477;0,5444;2,7598;0,4672;0,4389;0,5317;0,9212;2,0791;1,4506;0,9526;0,6063;0,0849;0,248;0,3126;1,1867;1,0234;0,0648;2,8974;6,078;0,343;0,6108;5,214
2015-04-02;0,1156;3,7524;2,8434;0,4842;2,9751;2,8079;2,762;4,064;1,3604;3,9028;5,5671;0,1597;3,1392;0,1475;0,544;2,7599;0,4707;0,4361;0,5325;0,9206;2,0779;1,4461;0,9499;0,6074;0,0844;0,2478;0,3133;1,1848;1,0232;0,0661;2,9008;6,0711;0,3432;0,6057;5,2137
2015-04-03;0,1153;3,7449;2,8438;0,4831;2,9802;2,8136;2,7609;4,0748;1,3592;3,904;5,5496;0,1594;3,1295;0,1479;0,5452;2,7673;0,4685;0,434;0,5346;0,9228;2,0834;1,443;0,9502;0,6086;0,0843;0,2492;0,313;1,1999;1,0245;0,0657;2,8787;6,0872;0,343;0,6048;5,2032
2015-04-07;0,1149;3,7435;2,8683;0,4828;2,9956;2,8154;2,758;4,0615;1,3568;3,8872;5,5595;0,159;3,1205;0,148;0,5436;2,7564;0,466;0,4347;0,533;0,9198;2,0766;1,4473;0,9496;0,6121;0,084;0,2507;0,3156;1,1973;1,0291;0,0673;2,8462;6,0006;0,3431;0,6027;5,2205
2015-04-08;0,1141;3,7135;2,8591;0,4791;2,9811;2,8161;2,7384;4,034;1,3564;3,8592;5,5325;0,1581;3,0987;0,1475;0,54;2,7331;0,4642;0,4311;0,5302;0,9158;2,0625;1,4346;0,9432;0,6089;0,0835;0,2492;0,3146;1,1871;1,0235;0,0691;2,8681;5,9652;0,3404;0,599;5,1525
2015-04-09;0,1149;3,7414;2,8794;0,4827;2,9744;2,8331;2,7582;4,0198;1,352;3,8533;5,5323;0,1598;3,1114;0,1471;0,538;2,7253;0,4624;0,4303;0,5292;0,9135;2,0553;1,44;0,949;0,6117;0,0842;0,2502;0,3158;1,2268;1,0212;0,0712;2,8723;6,0118;0,3428;0,6031;5,1325
2015-04-10;0,1164;3,7894;2,9091;0,489;3,0048;2,8572;2,7807;4,0198;1,3489;3,8715;5,548;0,1613;3,1512;0,1467;0,538;2,7336;0,4655;0,4313;0,5303;0,9126;2,0553;1,4417;0,9523;0,6149;0,0851;0,2505;0,3157;1,2388;1,0212;0,0745;2,9182;6,0828;0,3465;0,6094;5,1514
2015-04-13;0,1167;3,8088;2,8775;0,4914;3,0136;2,8317;2,7772;4,0198;1,3526;3,8708;5,5572;0,1689;3,1522;0,1466;0,538;2,7439;0,4694;0,4294;0,5313;0,9113;2,0553;1,4346;0,9496;0,6146;0,0852;0,2484;0,313;1,2378;1,0212;0,0725;2,931;6,098;0,3452;0,6119;5,2126
2015-04-14;0,1169;3,8001;2,8719;0,4903;3,0157;2,8272;2,7873;4,0088;1,3523;3,8845;5,5524;0,1617;3,1729;0,1468;0,5367;2,7401;0,4721;0,4292;0,5292;0,9088;2,0497;1,4183;0,9519;0,6155;0,0852;0,247;0,313;1,2177;1,0184;0,0731;2,9123;6,0952;0,3467;0,61;5,1956
2015-04-15;0,1168;3,7875;2,8723;0,4887;3,0236;2,8418;2,7836;4,0083;1,3539;3,8801;5,5721;0,1758;3,1685;0,1465;0,5368;2,7435;0,4755;0,4299;0,5288;0,9062;2,0494;1,402;0,9499;0,6171;0,0851;0,247;0,3128;1,2323;1,0186;0,0749;2,9056;6,07;0,3452;0,6101;5,2019
2015-04-16;0,1164;3,7746;2,9267;0,4871;3,0683;2,8691;2,7873;4,014;1,3368;3,8901;5,5972;0,1607;3,1655;0,146;0,5375;2,754;0,4801;0,4332;0,5299;0,9088;2,0523;1,3918;0,9517;0,6154;0,085;0,2465;0,3124;1,2462;1,0192;0,0758;2,9289;6,0557;0,3467;0,609;5,2081
2015-04-17;0,1151;3,7277;2,912;0,4808;3,0598;2,8698;2,7708;4,033;1,3345;3,9072;5,5948;0,1733;3,1355;0,1467;0,5405;2,7595;0,4792;0,4348;0,5328;0,9145;2,062;1,3866;0,951;0,61;0,0843;0,2459;0,3113;1,2331;1,0283;0,0735;2,9278;5,981;0,3448;0,603;5,1973
2015-04-20;0,1152;3,7302;2,9087;0,4813;3,0599;2,8741;2,7706;4,0112;1,331;3,909;5,5758;0,1661;3,1393;0,1463;0,5376;2,7352;0,4791;0,4313;0,5303;0,9067;2,0509;1,3851;0,9491;0,6099;0,0844;0,2435;0,3105;1,2266;1,0298;0,0723;2,893;5,9307;0,3454;0,6;5,1426
2015-04-21;0,1151;3,7275;2,8792;0,4809;3,0445;2,8621;2,7592;3,9822;1,3365;3,8828;5,5459;0,1683;3,1171;0,1451;0,5338;2,7136;0,4719;0,4283;0,5259;0,8951;2,0361;1,377;0,9453;0,6048;0,0843;0,2414;0,3066;1,2288;1,0253;0,069;2,868;5,9365;0,3443;0,6017;5,1283
